"position","domain","city","company","experience","english","salary","technology","specialization","period","title","group","framework"
"System Administrator","промисловість",26,3,7,4,452,"",NA,"2024-12",3,6,NA
"CTO (Chief Technology Officer)","Ecommerce",3,3,4,3,5500,"C#/.NET",NA,"2024-12",12,10,NA
"QA/QC/SDET","Blockchain",21,3,5,3,1700,"","Manual QA","2024-12",3,2,""
"QA/QC/SDET","Logistics",15,3,8,3,2700,"","Manual QA","2024-12",4,2,""
"Game Designer","Gamedev",12,3,3,4,2900,"JavaScript",NA,"2024-12",5,16,NA
"Software Engineer","Fintech / Banking / Capital Management",1,2,9,4,4700,"TypeScript","Front-end","2024-12",4,1,"React"
"Compensation and Benefit Specialist","",12,3,8,4,1850,"",NA,"2024-12",3,18,NA
"Software Engineer","Gamedev",12,2,2,5,1000,"C++","","2024-12",2,1,""
"QA/QC/SDET","Gamedev",1,2,4,4,1800,"","Manual QA","2024-12",4,2,""
"Email Marketing Specialist","Edtech / Education",1,3,3,3,2700,"",NA,"2024-12",4,19,NA
"Data Analyst","Medtech / Healthcare",1,1,2,5,1080,"Python",NA,"2024-12",3,3,NA
"QA/QC/SDET","Security",1,3,1,3,500,"JavaScript","Manual QA","2024-12",2,2,"Postman,Selenium"
"UI/UX Designer","Gamedev",11,3,6,4,3400,"",NA,"2024-12",5,14,NA
"QA/QC/SDET","Корпоративні системи",1,2,7,4,6700,"","General QA","2024-12",4,2,""
"Business Analyst","Retail",1,1,7,4,3300,"DB langs",NA,"2024-12",4,3,NA
"QA/QC/SDET","Fintech / Banking / Capital Management",1,3,8,4,3400,"","Manual QA","2024-12",4,2,""
"Software Engineer","Ecommerce",3,1,1,4,720,"Java","Back-end","2024-12",2,1,"Jersey"
"HR Manager","Consulting",1,2,10,4,2000,"",NA,"2024-12",4,18,NA
"Software Engineer","",1,3,3,4,2100,"JavaScript","Front-end","2024-12",2,1,"React"
"QA/QC/SDET","Ecommerce",15,3,3,3,1200,"","Manual QA","2024-12",3,2,""
"Software Engineer","Корпоративні системи system",1,4,1,4,2000,"C#/.NET","Full Stack","2024-12",3,1,".NET,ASP.NET"
"Software Engineer","Sport",15,1,2,4,1700,"JavaScript","Front-end","2024-12",3,1,"React,Vue.js"
"Software Engineer","Telecom",12,1,3,3,1500,"TypeScript","Front-end","2024-12",3,1,"Angular / Angular.js"
"Software Engineer","",2,3,4,3,3200,"Java","Back-end","2024-12",3,1,"React,Spring"
"QA/QC/SDET","Hardware",1,1,8,2,3300,"Java","Automation QA","2024-12",4,2,"Maven,Selenium,JSON,Postman"
"Web Designer","Ecommerce",1,3,3,2,600,"",NA,"2024-12",3,17,NA
"Software Engineer","Ecommerce",12,2,6,4,5250,"JavaScript","Front-end","2024-12",4,1,"React,Angular / Angular.js,Svelte"
"Data/Big Data Engineer","Ecommerce",12,1,1,4,2280,"Python",NA,"2024-12",3,4,"airflow,dbt"
"Software Engineer","",16,1,5,3,3400,"TypeScript","Front-end","2024-12",3,1,"React"
"Software Engineer","",12,1,6,4,3500,"Salesforce","Salesforce","2024-12",3,1,""
"QA/QC/SDET","",1,1,10,3,2100,"","Manual QA","2024-12",3,2,""
"Software Engineer","Logistics",1,1,7,4,4700,"TypeScript","Front-end","2024-12",4,1,"Next.js,React"
"HR Manager","Gambling",1,3,6,1,1000,"",NA,"2024-12",3,18,NA
"Software Engineer","Machine Learning",12,2,7,4,3500,"JavaScript","Full Stack","2024-12",3,1,"Nest.js,React"
"Software Engineer","Medtech / Healthcare",1,3,10,5,7000,"PHP","Back-end","2024-12",4,1,"Symfony,React"
"Technical Support","Fintech / Banking / Capital Management",6,1,0,1,717,"",NA,"2024-12",0,22,NA
"Product Manager","",15,3,1,5,2500,"",NA,"2024-12",3,12,NA
"Software Engineer","Business Intelligence / Data Warehouse",1,3,10,3,4750,"TypeScript","Front-end","2024-12",4,1,"Angular / Angular.js"
"Software Engineer","Medtech / Healthcare",1,1,7,5,4500,"TypeScript","Full Stack","2024-12",6,1,"Next.js,Nest.js,React,Express,Node.js"
"QA/QC/SDET","Fintech / Banking / Capital Management",1,3,5,3,1800,"","Manual QA","2024-12",3,2,""
"Software Engineer","Public services / Government",1,1,10,5,3650,"TypeScript","Front-end","2024-12",4,1,"Angular / Angular.js"
"System Analyst","Miltech",1,7,10,3,950,"",NA,"2024-12",4,3,NA
"QA/QC/SDET","Ecommerce",20,1,5,4,2200,"","Manual QA","2024-12",3,2,""
"QA/QC/SDET","Ecommerce",15,1,8,4,3550,"Java","Automation QA","2024-12",4,2,"Selenium,JUnit,Rest Assured,TestNG,XCTest"
"UI/UX Designer","Edtech / Education",1,1,1,5,800,"",NA,"2024-12",2,14,NA
"SOC/SecOps Engineer","Security",1,1,6,4,3000,"Python",NA,"2024-12",3,7,NA
"Software Engineer","saas",1,3,7,4,4100,"TypeScript","Front-end","2024-12",3,1,"React,Next.js"
"Software Engineer","Edtech / Education,Ecommerce",3,3,4,5,4000,"TypeScript","Front-end","2024-12",5,1,"Angular / Angular.js,React,ASP.NET"
"QA/QC/SDET","",5,2,3,4,3900,"Java","Automation QA","2024-12",4,2,"Cypress,JUnit,Maven,Rest Assured,Selenide/NSelen/Selen"
"COO (Chief Operating Officer)","Gamedev",3,3,10,4,3000,"",NA,"2024-12",12,9,NA
"Software Engineer","Blockchain,Media,AR/VR",23,1,3,3,1800,"JavaScript","Back-end","2024-12",3,1,"Express,Node.js,Vue.js"
"QA/QC/SDET","Medtech / Healthcare",12,1,4,4,1500,"JavaScript","Automation QA","2024-12",3,2,""
"Software Engineer","Real estate",1,3,5,3,3600,"Python","Back-end","2024-12",4,1,"FastAPI"
"QA/QC/SDET","Machine Learning",1,5,4,4,2700,"Python","General QA","2024-12",3,2,"pandas"
"Software Engineer","Manufacturing",1,3,4,4,2500,"TypeScript","Front-end","2024-12",3,1,"Vue.js,Nuxt.js,React"
"Software Engineer","Fintech / Banking / Capital Management,Automotive",1,1,5,4,6400,"Kotlin","Mobile","2024-12",4,1,"Jetpack Compose,Flutter,Android SDK (Native),React Native"
"Software Engineer","Blockchain",23,1,1,2,600,"JavaScript","Full Stack","2024-12",2,1,"Node.js"
"Project Manager","AR/VR",21,1,6,4,3250,"",NA,"2024-12",3,11,NA
"Software Engineer","Fintech / Banking / Capital Management",32,1,6,4,3625,"JavaScript","Full Stack","2024-12",4,1,"Express,Fastify,Node.js,React"
"People Partner/Happiness Manager","Mobile",3,3,6,2,1000,"",NA,"2024-12",3,18,NA
"QA/QC/SDET","Adtech / Advertising,Корпоративні системи,Manufacturing",3,1,10,4,5440,"","General QA","2024-12",5,2,""
"Software Engineer","Fintech / Banking / Capital Management",12,1,8,4,5000,"TypeScript","Front-end","2024-12",6,1,"Next.js,Angular / Angular.js"
"Business Analyst","Business Intelligence / Data Warehouse,Logistics",1,1,1,3,1000,"DB langs",NA,"2024-12",2,3,NA
"Software Engineer","Logistics",2,1,10,5,6000,"Java","Back-end","2024-12",5,1,"Spring"
"Software Engineer","Fintech / Banking / Capital Management",1,3,4,2,3790,"TypeScript","Front-end","2024-12",3,1,"React,Next.js,Node.js,nestjs"
"Data/Big Data Engineer","Manufacturing",12,2,5,4,5700,"Python",NA,"2024-12",4,4,"dbt"
"Software Engineer","Edtech / Education",28,3,10,3,4650,"Swift","Full Stack","2024-12",4,1,"React"
"Software Engineer","Miltech",11,3,8,3,6000,"Elixir","Full Stack","2024-12",4,1,"Phoenix"
"Business Analyst","Logistics",1,1,4,4,2500,"",NA,"2024-12",3,3,NA
"Software Engineer","Fintech / Banking / Capital Management",1,3,9,3,4300,"C#/.NET","Full Stack","2024-12",4,1,".NET,Node.js"
"Software Engineer","Automotive",26,1,10,4,4500,"C","Embedded","2024-12",4,1,""
"Software Engineer","High Load Systems,Cloud Computing,Ecommerce",11,3,3,3,4000,"TypeScript","Back-end","2024-12",4,1,"Express"
"Software Engineer","Blockchain",1,4,5,4,3500,"TypeScript","Front-end","2024-12",4,1,"React"
"Software Engineer","Gambling,Gamedev",1,3,4,4,3500,"Java","","2024-12",3,1,""
"Software Engineer","Automotive",1,1,4,4,3000,"TypeScript","Full Stack","2024-12",4,1,"Node.js,React,Spring,Remix,Astro"
"Software Engineer","Fintech / Banking / Capital Management",15,1,4,5,4400,"Python","Back-end","2024-12",3,1,"Django"
"Business Analyst","",3,5,9,3,3200,"",NA,"2024-12",4,3,NA
"Software Engineer","Ecommerce",1,3,5,3,3500,"Python","Back-end","2024-12",3,1,"Aiohttp,React"
"QA/QC/SDET","Edtech / Education",1,1,3,4,2000,"","Manual QA","2024-12",3,2,""
"Software Engineer","Retail",12,3,8,3,3900,"C#/.NET","Back-end","2024-12",4,1,".NET"
"QA/QC/SDET","Корпоративні системи,Fintech / Banking / Capital Management",1,3,3,3,2700,"Python","Automation QA","2024-12",3,2,"PyTest,Postman,Selenium,JSON"
"Product Manager","Real estate",16,3,2,2,1400,"",NA,"2024-12",3,12,NA
"QA/QC/SDET","Medtech / Healthcare",17,3,2,3,1400,"JavaScript","Manual QA","2024-12",3,2,"Cucumber,JSON,Maven,Postman,TestNG"
"QA/QC/SDET","Ecommerce",3,3,8,3,2500,"","Manual QA","2024-12",3,2,""
"Penetration Tester","Security",1,1,5,4,6000,"Python",NA,"2024-12",4,7,NA
"Software Engineer","Automotive",32,1,8,3,4500,"Ruby","Full Stack","2024-12",4,1,"Ruby on Rails,Node.js"
"Lead Generation Specialist","Healthcare & fitness",1,3,3,4,3700,"",NA,"2024-12",5,21,NA
"QA/QC/SDET","Mobile,Fintech / Banking / Capital Management",2,4,10,4,1900,"","Manual QA","2024-12",4,2,""
"Communications Specialist","Internet of Things",1,1,1,5,860,"",NA,"2024-12",3,20,NA
"DevOps","Ecommerce,Embedded",26,1,6,3,3600,"Golang",NA,"2024-12",5,5,NA
"Software Engineer","Mobile",12,3,8,3,5000,"Dart","Mobile","2024-12",4,1,"Flutter"
"Data Analyst","Gambling",1,3,2,3,2250,"Python",NA,"2024-12",3,3,NA
"QA/QC/SDET","Fintech / Banking / Capital Management",27,1,2,4,850,"","Manual QA","2024-12",3,2,""
"Software Engineer","Public services / Government",1,4,5,5,2000,"JavaScript","Front-end","2024-12",3,1,"React"
"Software Engineer","Medtech / Healthcare",15,2,4,3,2000,"C#/.NET","Desktop","2024-12",3,1,""
"Data/Big Data Engineer","Blockchain",32,2,1,3,1300,"JavaScript",NA,"2024-12",2,4,"Other,SQLAlchemy"
"Software Engineer","Ecommerce",1,1,10,2,3700,"JavaScript","Front-end","2024-12",4,1,"Node.js,Vue.js,Magento"
"Software Engineer","Medtech / Healthcare",1,1,5,4,2700,"Java","Back-end","2024-12",3,1,"Hibernate,Spring"
"AI Engineer","Ecommerce,Legal,Machine Learning",1,1,1,4,1235,"Python",NA,"2024-12",2,4,"Pandas,NumPy,Matplotlib,Langchain,Requests"
"QA/QC/SDET","Retail",12,2,1,4,1000,"","Manual QA","2024-12",2,2,""
"Software Engineer","Ecommerce",1,3,6,3,4100,"PHP","Back-end","2024-12",4,1,"Symfony,Magento"
"Software Engineer","Gamedev",12,1,0,3,300,"C#/.NET","","2024-12",2,1,""
"Software Engineer","Fintech / Banking / Capital Management",1,1,8,4,3100,"TypeScript","Front-end","2024-12",3,1,"Angular / Angular.js,Express,Node.js"
"Software Engineer","Big Data",12,3,10,5,7600,"Java","Back-end","2024-12",4,1,"Akka"
"Recruiter","outsource",12,1,1,4,650,"",NA,"2024-12",2,18,NA
"Software Engineer","Blockchain",1,1,2,5,1800,"JavaScript","Back-end","2024-12",3,1,"Nest.js,Express,Node.js,React"
"Software Engineer","Medtech / Healthcare",1,1,4,4,2900,"TypeScript","Full Stack","2024-12",3,1,"React,Node.js,Express"
"Business Analyst","Fintech / Banking / Capital Management",32,3,3,1,4000,"",NA,"2024-12",4,3,NA
"Project Coordinator","Ecommerce",15,1,2,5,1100,"",NA,"2024-12",3,11,NA
"Software Engineer","Gambling",1,3,3,2,2600,"JavaScript","Front-end","2024-12",3,1,"React,Next.js,Node.js"
"Technical Support","Telecom",20,3,5,3,3500,"Інша",NA,"2024-12",5,22,NA
"Product Analyst","Ecommerce",12,3,1,4,1800,"DB langs",NA,"2024-12",3,3,NA
"QA/QC/SDET","Media",1,2,1,3,650,"Python","Automation QA","2024-12",2,2,"Cucumber"
"Data/Big Data Engineer","Public services / Government",12,1,4,3,2100,"DB langs",NA,"2024-12",3,4,"Tsql"
"Office Manager/Administrator/Coordinator","",1,3,2,4,700,"",NA,"2024-12",3,25,NA
"UI/UX Designer","AEC",12,2,4,4,3500,"",NA,"2024-12",4,14,NA
"QA/QC/SDET","Insurance",16,1,1,3,1000,"","General QA","2024-12",2,2,""
"Software Engineer","Telecom",1,3,5,5,2050,"Java","Back-end","2024-12",5,1,"Spring"
"DevOps","Business Intelligence / Data Warehouse",1,3,5,3,2375,"Bash/Shell",NA,"2024-12",3,5,NA
"Software Engineer","Gamedev",1,3,5,3,2400,"C#/.NET","","2024-12",4,1,""
"QA/QC/SDET","Edtech / Education",1,3,5,4,2500,"","Manual QA","2024-12",3,2,""
"Game Designer","Gamedev",1,3,1,3,700,"",NA,"2024-12",0,16,NA
"Product Manager","Fintech / Banking / Capital Management",1,1,6,4,2000,"",NA,"2024-12",4,12,NA
"Business Analyst","Fintech / Banking / Capital Management",1,3,10,5,2500,"",NA,"2024-12",5,3,NA
"HR Generalist","Hardware,Miltech",24,3,3,3,700,"",NA,"2024-12",3,18,NA
"Project Manager","Medtech / Healthcare",1,1,3,4,1400,"",NA,"2024-12",3,11,NA
"Product Designer","Fintech / Banking / Capital Management",12,3,8,4,3400,"",NA,"2024-12",4,14,NA
"Software Engineer","Ecommerce",1,3,10,2,4800,"PHP","Back-end","2024-12",4,1,"Symfony"
"Recruiter","outsorce",15,1,5,2,2000,"",NA,"2024-12",4,18,NA
"QA/QC/SDET","Logistics",1,3,3,4,5000,"TypeScript","Head of QA","2024-12",7,2,"Playwright,Postman"
"QA/QC/SDET","Gamedev",1,3,4,3,1155,"","Manual QA","2024-12",3,2,""
"Outreach Specialist","Gambling",11,3,2,4,800,"",NA,"2024-12",2,20,NA
"Software Engineer","Fintech / Banking / Capital Management",28,3,1,3,570,"Java","Desktop","2024-12",2,1,""
"Software Engineer","Fintech / Banking / Capital Management",1,1,7,4,6500,"Java","Back-end","2024-12",4,1,"Spring,Hibernate,Temporal"
"Software Engineer","Software for PCB design.",1,3,10,4,4350,"Pascal/Delphi","Desktop","2024-12",4,1,""
"Software Engineer","",12,3,3,3,4900,"PHP","Back-end","2024-12",5,1,"Symfony"
"Software Engineer","Retail,Real estate",7,1,2,2,500,"PHP","Back-end","2024-12",2,1,"Laravel,jQuery,Yii,TensorFlow,Node.js"
"Business Architect","Adtech / Advertising",1,3,8,5,5500,"Java",NA,"2024-12",8,NA,NA
"Recruiter","service",1,1,4,4,1500,"",NA,"2024-12",4,18,NA
"Software Engineer","Gamedev",11,3,1,2,3000,"C#/.NET","","2024-12",3,1,""
"Software Engineer","Ecommerce",2,2,9,4,3500,"Python","Back-end","2024-12",4,1,"Django"
"Software Engineer","Fintech / Banking / Capital Management",20,3,5,4,3900,"TypeScript","Front-end","2024-12",4,1,"React,Vue.js"
"Software Engineer","Ecommerce",1,1,0,4,500,"JavaScript","Front-end","2024-12",2,1,"Shopify,Vue.js,jQuery"
"Software Engineer","Public services / Government",24,4,2,3,1600,"TypeScript","Back-end","2024-12",6,1,"Node.js,Nest.js"
"Data/Big Data Engineer","Business Intelligence / Data Warehouse",1,1,6,3,3150,"DB langs",NA,"2024-12",3,4,"Spark"
"Software Engineer","Medtech / Healthcare,Public services / Government",1,3,5,3,2650,"JavaScript","Front-end","2024-12",3,1,"React"
"Software Engineer","Fintech / Banking / Capital Management",12,1,5,4,4500,"C#/.NET","Back-end","2024-12",4,1,"ASP.NET,.NET"
"Project Manager","Public services / Government",1,7,2,3,2500,"",NA,"2024-12",3,11,NA
"Software Engineer","Корпоративні системи",23,3,10,4,5500,"JavaScript","Back-end","2024-12",4,1,"Nest.js,Vue.js,Laravel"
"Business Analyst","Retail",32,3,5,2,2500,"",NA,"2024-12",3,3,NA
"Technical Producer","Gamedev",24,3,10,5,8500,"C++",NA,"2024-12",0,13,NA
"QA/QC/SDET","Fintech / Banking / Capital Management",12,1,10,5,2356,"","Manual QA","2024-12",4,2,""
"Software Engineer","Mail system",1,1,1,4,1384,"Python","Full Stack","2024-12",2,1,"Django,React"
"Software Engineer","Gambling",12,3,5,3,3503,"JavaScript","Front-end","2024-12",3,1,"Angular / Angular.js"
"BI Analyst","Medtech / Healthcare",24,1,4,4,2000,"DB langs",NA,"2024-12",4,3,NA
"Talent Researcher","Fintech / Banking / Capital Management",1,1,3,4,850,"",NA,"2024-12",4,18,NA
"Software Engineer","Automotive",3,1,7,4,3450,"JavaScript","Front-end","2024-12",4,1,"React,Vue.js,Next.js,Astro"
"Software Engineer","Mobile",32,3,3,4,2400,"TypeScript","Mobile","2024-12",3,1,"React Native"
"BI Engineer","Business Intelligence / Data Warehouse",1,1,3,4,1600,"DB langs",NA,"2024-12",3,4,"Power BI"
"Technical Writer","Edtech / Education",1,3,1,4,2700,"",NA,"2024-12",4,8,NA
"DevOps","Telecom,High Load Systems",1,2,3,2,2500,"Інша",NA,"2024-12",3,5,NA
"System Analyst","Fintech / Banking / Capital Management",1,7,6,5,1900,"DB langs",NA,"2024-12",4,3,NA
"System Analyst","Telecom",1,3,6,2,2600,"DB langs",NA,"2024-12",3,3,NA
"Software Engineer","Uberfication,Logistics",32,3,8,5,11000,"TypeScript","Back-end","2024-12",4,1,"Express,Nest.js,Node.js"
"Product Manager","Ecommerce",1,3,5,4,5000,"",NA,"2024-12",4,12,NA
"Program Manager","Business Intelligence / Data Warehouse",24,3,5,2,1900,"",NA,"2024-12",5,11,NA
"Learning/Training and Development","Gambling",1,3,1,3,1400,"",NA,"2024-12",3,18,NA
"HR Manager","",1,5,10,1,2300,"",NA,"2024-12",4,18,NA
"Learning/Training and Development","",1,1,6,1,6000,"",NA,"2024-12",5,18,NA
"Learning/Training and Development","",1,1,4,1,6000,"",NA,"2024-12",5,18,NA
"Software Engineer","Travel",1,1,6,4,7300,"Java","Back-end","2024-12",5,1,"Spring"
"Project Manager","Edtech / Education",24,1,10,4,3800,"",NA,"2024-12",4,11,NA
"Software Engineer","Travel",5,1,3,3,2100,"TypeScript","Front-end","2024-12",3,1,"Next.js"
"Software Engineer","Logistics,Big Data,Cloud Computing",12,1,10,4,5800,"Java","Back-end","2024-12",5,1,"Spring"
"Software Engineer","Mobile",1,3,7,3,5500,"TypeScript","Mobile","2024-12",4,1,"React Native,Jetpack Compose"
"Product Manager","Business Intelligence / Data Warehouse",14,3,1,5,3200,"",NA,"2024-12",5,12,NA
"QA/QC/SDET","Fintech / Banking / Capital Management",1,1,7,4,1900,"","Manual QA","2024-12",4,2,""
"QA/QC/SDET","Fintech / Banking / Capital Management",1,4,4,4,3000,"","Manual QA","2024-12",4,2,""
"HR Manager","",32,1,9,4,1800,"",NA,"2024-12",4,18,NA
"Software Engineer","Fintech / Banking / Capital Management,High Load Systems",1,3,6,3,4100,"PHP","Back-end","2024-12",5,1,"Yii,Laravel,jQuery"
"Head of Support","Blockchain",21,3,6,4,4000,"",NA,"2024-12",7,22,NA
"UI/UX Designer","Корпоративні системи",2,3,1,2,474,"",NA,"2024-12",2,14,NA
"HR Business Partner","Gambling,Edtech / Education",1,3,6,3,2800,"",NA,"2024-12",4,18,NA
"System Administrator","Manufacturing",1,3,0,3,500,"",NA,"2024-12",1,6,NA
"Software Engineer","3Dmodeling",1,4,2,5,3000,"TypeScript","Front-end","2024-12",2,1,"React"
"Software Engineer","3D Product Configuration,Furniture Retail",1,4,2,3,2000,"TypeScript","Front-end","2024-12",2,1,"Next.js,React"
"Software Engineer","Fintech / Banking / Capital Management",1,3,4,3,2000,"C#/.NET","Back-end","2024-12",3,1,"ASP.NET,.NET"
"Cloud Solution Architect","Medtech / Healthcare",1,5,1,3,3400,"Python",NA,"2024-12",8,5,NA
"Software Engineer","Blockchain",15,4,3,4,3200,"Python","Back-end","2024-12",3,1,"Tableau"
"Software Engineer","Корпоративні системи",1,1,5,4,3500,"Java","Back-end","2024-12",4,1,"Spring"
"Customer Success","Data Science",1,3,7,5,1500,"",NA,"2024-12",3,22,NA
"DevOps","Retail",16,3,0,4,1000,"",NA,"2024-12",0,5,NA
"QA/QC/SDET","Medtech / Healthcare",6,1,3,3,1400,"Python","Manual QA","2024-12",3,2,"JSON,Postman,PyTest,Selenium,Playwright"
"DevOps","Ecommerce",11,3,0,4,300,"PHP",NA,"2024-12",1,5,NA
"Cloud Engineer","Travel",1,5,6,1,3000,"Python",NA,"2024-12",5,5,NA
"Research Analyst","Retail",1,3,1,4,821,"",NA,"2024-12",2,3,NA
"Project Manager","Ecommerce",2,1,5,5,5900,"",NA,"2024-12",5,11,NA
"Product Manager","Business Intelligence / Data Warehouse",1,3,6,5,5500,"",NA,"2024-12",5,12,NA
"Software Engineer","Robotics",12,1,6,3,2992,"C#/.NET","Full Stack","2024-12",3,1,".NET,ASP.NET,React"
"QA/QC/SDET","Gambling",16,3,4,2,1950,"TypeScript","Automation QA","2024-12",3,2,"Playwright,Postman"
"NOC Engineer","Telecom",1,3,1,3,841,"Python",NA,"2024-12",2,6,NA
"Software Engineer","Ecommerce",1,1,3,3,1500,"JavaScript","Front-end","2024-12",2,1,"Node.js"
"UI/UX Designer","Fintech / Banking / Capital Management",16,1,1,4,600,"",NA,"2024-12",2,14,NA
"Data Analyst","Retail",15,1,0,3,730,"DB langs",NA,"2024-12",2,3,NA
"Executive Director","Fintech / Banking / Capital Management,Ecommerce,Logistics",17,1,4,4,3500,"",NA,"2024-12",12,9,NA
"Product Manager","Fintech / Banking / Capital Management",1,3,3,4,3150,"",NA,"2024-12",3,12,NA
"Product Manager","Fintech / Banking / Capital Management",1,3,5,3,5000,"",NA,"2024-12",3,12,NA
"Product Owner","Edtech / Education",12,3,4,4,4300,"",NA,"2024-12",3,12,NA
"Project Manager","Big Data",7,1,6,4,5100,"",NA,"2024-12",3,11,NA
"Software Engineer","Ecommerce",1,2,3,5,2200,"PHP","Full Stack","2024-12",3,1,"Angular / Angular.js,Laravel"
"Product Manager","Medtech / Healthcare",1,1,3,5,2700,"",NA,"2024-12",0,12,NA
"People Partner/Happiness Manager","Essay",1,3,2,3,1150,"",NA,"2024-12",3,18,NA
"QA/QC/SDET","Business Intelligence / Data Warehouse",12,3,6,3,4700,"Java","General QA","2024-12",4,2,"JSON,Rest Assured,JUnit,Selenide/NSelen/Selen,Maven"
"Technical Support","Logistics",12,3,3,5,1400,"",NA,"2024-12",5,22,NA
"Product Manager","Gambling",1,3,4,4,3000,"",NA,"2024-12",3,12,NA
"Software Engineer","Insurance",1,3,4,2,3500,"Java","Back-end","2024-12",5,1,"Spring,Hibernate"
"BI Analyst","Retail",12,3,0,3,600,"",NA,"2024-12",0,3,NA
"QA/QC/SDET","Ecommerce",12,1,3,3,950,"","Manual QA","2024-12",3,2,""
"Software Engineer","Medtech / Healthcare",1,2,4,4,2600,"TypeScript","Full Stack","2024-12",3,1,"Angular / Angular.js,Nest.js,Node.js,Express"
"UI/UX Designer","Big Data,Fintech / Banking / Capital Management",16,3,10,1,1200,"",NA,"2024-12",4,14,NA
"Lead Generation Specialist","",15,1,2,5,700,"",NA,"2024-12",3,21,NA
"3D Artist","Gamedev",1,3,10,2,7400,"",NA,"2024-12",5,15,NA
"CTO (Chief Technology Officer)","Blockchain",1,3,2,5,10000,"TypeScript",NA,"2024-12",12,10,NA
"QA/QC/SDET","Ecommerce",1,3,6,4,3200,"","Manual QA","2024-12",4,2,""
